smiles,pred(Caco-2_LogPapp),pred(CYP3A4_pIC50),pred(CYP2C9_pIC50),pred(CYP2D6_pIC50),pred(CYP3A4_pIC50)_log,pred(CYP2C9_pIC50)_log,pred(CYP2D6_pIC50)_log,CYP3A4_class,CYP2C9_class,CYP2D6_class
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,1.06658407859015,4.72676446894112,4.77864631544771,4.95943064627146,18.76011650199638,16.64767866726952,10.979166057194629,0,0,0
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,0.540241072070071,4.85947804686126,4.918727333391,4.9334311965618,13.820442650497291,12.057927453605982,11.656517054801116,0,0,0
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,0.291008341279659,4.69796072608636,4.96754953165004,5.08142649305142,20.046533030300058,10.775823475148371,8.290362237572605,0,0,0
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,1.48404273193273,4.75698297716857,4.96145026402204,4.71852064597439,17.49915277865916,10.928227715308166,19.119624294462927,0,0,0
CNc1ccc(-c2cccnc2)s1,2.13298223960808,5.38907136635641,4.8596166339232,5.4448968184156,4.0825229390133195,13.816033133328236,3.5900721902035455,0,0,0
Cn1cnc(-c2cccnc2)c1,1.76700768780674,4.54174484622706,4.58314651688094,4.6937799614658,28.724676992767098,26.1128024446635,20.24044416114241,0,0,0
CCn1cnc(-c2cccnc2)c1,1.70216970238333,4.66995514678722,4.63659639901296,4.72707887061921,21.38182906078528,23.08891904388066,18.746540281472463,0,0,0
c1ccc(Cn2cnc(-c3cccnc3)c2)cc1,1.6974204167388,5.23803204124197,4.92723515021864,5.16797617593947,5.780533983902766,11.82401167252508,6.792408926630037,0,0,0
Cc1cn(-c2cccnc2)cn1,1.91407994537134,4.62043667678984,4.57914793180149,4.85392317687733,23.96422139587224,26.354335368922182,13.998349199595811,0,0,0
c1cncc(-c2cccs2)c1,2.14614344113877,4.78198211441411,4.77024771001232,5.06754690203564,16.520298325105273,16.97275295675367,8.559592666129268,0,0,0
Cc1ccsc1-c1cccnc1,2.01852911593407,4.89909606657339,4.7324483847107,5.25458097864329,12.615484473663644,18.516189434399628,5.564408704992523,0,0,0
O=Cc1ccc(-c2cccnc2)s1,1.4886702785712,4.70021080971836,4.67915956194479,4.71792341670987,19.942940350700265,20.93343209878321,19.145935137988573,0,0,0
CC(=O)c1ccc(-c2cccnc2)s1,1.56529918961849,4.62861098932118,4.65949478058449,4.64976830201149,23.517384007764864,21.903081513585654,22.399158246560877,0,0,0
c1cncc(-c2ccsc2)c1,2.24752134497533,4.87076880063033,4.77042944141835,5.12088407972318,13.465770219339,16.965652159659523,7.57034933020495,0,0,0
Fc1ccc(-c2ccsc2)cn1,1.97240564226743,4.54269261073301,4.60609721830562,4.63270575048745,28.662059238693224,24.768675402973305,23.296691543865908,0,0,0
Cc1cscc1-c1cccnc1,2.21806787582935,5.09376893384203,4.79566292302521,5.26241425144108,8.058070564007764,16.00800004963667,5.464944409254124,0,0,0
Cc1cscc1-c1ccc(F)nc1,1.99851763719872,4.56271422420296,4.61143782871715,4.60156391080746,27.370691885944456,24.465954925512836,25.028573006188815,0,0,0
c1cncc(-c2c[nH]cn2)c1,1.29816419084617,4.59926561617059,4.78485591273343,4.96947179904541,25.16137577679093,16.41134167208188,10.728233094601212,0,0,0
NCc1ccc(-c2cccnc2)s1,1.58605835344298,4.89367118556212,4.98028292117579,5.80297870493126,12.7740559621868,10.464466182182871,1.574060044574333,0,0,1
c1cncc(-c2ccc(CNCc3ccc(-c4cccnc4)s3)s2)c1,1.2562238078222,5.72313571868436,5.12123965254334,6.23417139928587,1.891752346428665,7.564153744187268,0.5832148864204274,1,0,1
NCc1ccc(-c2cccnc2)o1,1.4032760947184,4.87607551224821,4.91288662746376,5.64271394708082,13.30223107485354,12.221186524931657,2.2765964427638443,0,0,1
C[n+]1c[nH]cc1-c1cccnc1,0.92143376049701,4.70497241632201,4.69429101002212,5.3749047063816,19.72548016088933,20.2166405748398,4.217890429297816,0,0,0
