endpoint,fold,SMILES,observed,predicted,is_challenge
cyp1a2,1,Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.744338573,5.2325525,True
cyp1a2,1,C#CCN(Cc1ccccc1)C(=O)C(C)NC(=O)c1cccc(Cl)c1Cl,5.215246547,4.819703,True
cyp1a2,1,C#CCNC(=O)CSc1nnc(Nc2ccc(C(C)C)cc2)s1,5.857997395,4.860925,True
cyp1a2,1,C=CCn1cccc1C(=O)NCc1c(C)nn(-c2ccccc2)c1C,3.913808465,4.8196974,True
cyp1a2,1,C=C[C@@H]1OCC[C@H]1NC(=O)NCCc1c[nH]c2ccc(C)cc12,4.652445265,4.2658153,True
cyp1a2,1,CC(=O)NC(C)c1nc(C(C)Oc2ccc(Br)cc2Cl)no1,5.582370968,4.5009966,True
cyp1a2,1,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,4.861767925,4.9062514,True
cyp1a2,1,CC(C(=O)Nc1cccc(-c2ccn[nH]2)c1)c1ccccc1,5.864576545,5.5346646,True
cyp1a2,1,CC(C(=O)Nc1ccn(-c2ccc(Cl)cc2C#N)n1)n1cncn1,5.22138842,6.092163,True
cyp1a2,1,CC(C)(C)c1nc(-c2nc3cccc(F)c3c(=O)[nH]2)co1,5.641844395,4.9785414,True
cyp1a2,1,CC(C)(C)c1nc(C(=O)N2CCC(Cn3cncn3)CC2)cs1,3.927173255,5.133801,True
cyp1a2,1,CC(C)(CNc1nccc2nccnc12)c1ccncc1,5.769169795,5.098418,True
cyp1a2,1,CC(C)(NC(=O)C1CCN(c2ccc3nnnn3n2)CC1)c1cccs1,3.676461167,4.2712817,True
cyp1a2,1,CC(C)COc1ccc(C2(C(=O)N3CCc4[nH]ncc4C3)CCC2)cc1,3.79530019,4.911674,True
cyp1a2,1,CC(C)Cn1cccc(C(=O)Nc2nc3c(s2)CN(C)CC3)c1=O,3.95208176,3.78343,True
cyp1a2,1,CC(C)N1CCCN(c2nccc(Oc3ccccc3)n2)CC1,5.273967155,5.2116065,True
cyp1a2,1,CC(C)c1ccc(-n2cc(O)c(C(=O)N3CCC=C(F)C3)n2)cc1,6.036504125,5.076464,True
cyp1a2,1,CC(C)c1cccc(Nc2nc(C3COCCO3)cs2)c1,5.676891138,5.613093,True
cyp1a2,1,CC(C)c1nccc(N2CCN(c3cnccn3)C(C)C2)n1,6.007066763,4.3392987,True
cyp1a2,1,CC(C)c1ncsc1C(=O)N1CCC(CCCn2ccnc2)CC1,4.87538144,5.2608066,True
cyp1a2,1,CC(C)n1cnc(S(=O)(=O)N2CCOC(C3CCC3)C2)c1,3.945418577,4.7391624,True
cyp1a2,1,CC(CNC(=O)N[C@H]1c2ccccc2C[C@H]1O)c1nc(-c2ccccc2)no1,4.251860225,4.920917,True
cyp1a2,1,CC(F)(F)c1ccnc(Nc2ccc3[nH]c(C(N)=O)cc3c2)n1,5.656823848,5.0510116,True
cyp1a2,1,CC(NC(=O)c1ccc(C(F)(F)F)cc1N1CCCC1)c1nc[nH]n1,5.661162435,5.749531,True
cyp1a2,1,CC(NC1CCCc2ncc(C(F)(F)F)cc21)c1cccc(C#N)c1,5.244450755,5.548251,True
cyp1a2,1,CC(NCC(C)(O)c1ccccc1)c1cccc(-n2ccnc2)c1,5.4050786,5.6243854,True
cyp1a2,1,CC(Sc1nc2ccccc2s1)C(=O)NCC(=O)OCc1ccccc1,5.833084357,5.6852326,True
cyp1a2,1,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc3ccccc3c21,4.66854407,4.430211,True
cyp1a2,1,CC1(C)CC(C(=O)N2CCCn3nc(-c4ccccc4)nc32)C1,5.15728653,4.5779047,True
cyp1a2,1,CC1(C)CN(c2ncnc3c2OCCN3)Cc2cccc(F)c21,5.014127535,4.9287906,True
cyp1a2,1,CC1(C)Cc2cc(-c3cccc4c3CC(=O)N4)ccc2O1,5.319163178,4.4784245,True
cyp1a2,1,CC1(O)CCCN(C(=O)Nc2ccn(-c3cccc(C(F)(F)F)c3)n2)C1,5.492727475,4.915029,True
cyp1a2,1,CC1CCCC(c2nc(-c3cccc(Cn4ccnc4)c3)no2)C1,7.629790315,5.8219523,True
cyp1a2,1,CC1CCc2ccccc2N1C(=O)COc1ccc2c(c1)NC(=O)CC2,4.579245375,3.8253922,True
