SMILES,pAC50,source
Br.Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1,4.657421660028485,veith
Br.CC(C)CC1CC(=O)OC1(C)C(=O)CSc1nc2ccccc2s1,4.50742132531197,veith
Br.CC1(C(=O)CSc2nc3ccccc3s2)CCC(=O)O1,4.807421934008399,veith
Br.CCCCCCCCCCn1c2c(c(=N)c3c1CCC3)CCC2,4.207420702660929,veith
Br.CCCCCCN1Cc2ccccc2C1,4.257419874781714,veith
Br.CCCCN1C2=NCCCN2c2ccccc21,3.957420840606687,veith
Br.CCCCn1c(=N)n(CC(=O)c2ccco2)c2ccccc21,4.407421427436482,veith
Br.CCOc1ccc2c(c1)nc(SCC(=O)c1ccc(Br)s1)n2C,5.007421678456522,veith
Br.COc1ccc(C2=CSC(/N=C/c3ccc(F)cc3)=NN2)cc1,4.907421909272092,veith
Br.COc1ccc2c(c1)nc(SCC(=O)c1ccc(Br)s1)n2C,4.457421585917263,veith
Br.Cc1ccc(C)c(C(=O)CN2C3=NCCCN3c3ccccc32)c1,4.707421061046215,veith
Br.N=C(N)SCc1nc2ccccc2c(=O)n1-c1ccccc1Cl,5.257419874781714,veith
Br.N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,5.257419874781714,veith
BrC(Br)Br,4.12948026537563,tox21
BrC(Br)C(Br)Br,4.131609187753214,tox21
BrC(c1cccc2ccccc12)c1cccc2ccccc12,5.259982312033928,ncgc;veith
BrCC(Br)C1CCC(Br)C(Br)C1,4.30588940882649,tox21
BrCC(Br)c1ccccc1,4.079834344923565,tox21
BrCCBr,4.441296655618925,tox21
BrCCCCCCBr,4.129834361836777,tox21
BrCCOc1ccccc1,4.10270016314613,tox21
BrCc1cccc(Oc2ccccc2)c1,4.329834682522586,tox21
Brc1[nH]nc2ccccc12,5.15742233238627,veith
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.992450002903494,tox21
Brc1c(NC2=NCCN2)ccc2nccnc12,3.7630322223300183,ncgc
Brc1c2ccccc2c(Br)c2ccccc12,6.473996714444168,tox21
Brc1c2ccccc2cc2ccccc12,6.275639170070645,tox21
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,4.636344804000018,tox21
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,4.296307091023364,tox21
Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2,4.15742233238627,veith
Brc1cc2ccccc2c2ccccc12,6.426362957438032,tox21
Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,4.957420840606687,veith
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,4.757421643639647,veith
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,5.857421136240131,veith
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,5.257419874781714,veith
Brc1ccc(-c2noc(-c3ccnn3C3CCCC3)n2)o1,5.494513644999996,challenge
Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1,5.007421678456522,veith
Brc1ccc(Br)c(Br)c1,4.27983424034321,tox21
Brc1ccc(Br)cc1,4.136968531325681,tox21
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,5.757421643639647,veith
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1.Cl,4.207420702660929,veith
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,4.5030690305617656,tox21
Brc1ccc(Oc2ccc(Br)cc2)cc1,4.629657569162787,tox21
Brc1ccc(Oc2ccccc2)cc1,4.449400286239143,tox21
Brc1ccc([C@H]2CN3CCSC3=N2)cc1,4.1608402699177764,ncgc;veith
Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.744338572999997,challenge
Brc1ccc2cccnc2c1,4.957420840606687,veith
Brc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,5.15742233238627,veith
Brc1cccc(-c2ccccc2)c1,4.826656779189097,tox21
Brc1cccc(C2CCN(c3ncnc4nc[nH]c34)C2)c1,5.060590571999996,challenge
Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.513475126999997,challenge
Brc1ccccc1,4.3823199341816075,tox21
Brc1ccccc1-c1ccccc1,4.803757989763939,tox21
Brc1ccccc1OCCOCCOc1cccc2cccnc12,5.007421678456522,veith
Brc1cncc(-c2cn(Cc3ncc(C4CC4)o3)nn2)c1,5.596873644999996,challenge
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,4.852716856774925,tox21
C#CC(O)CCC,4.104115192099701,tox21
C#CC(O)CCCCC,4.126303598559085,tox21
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.532677215385915,tox21
C#CCCCC(=O)Nc1ccccc1,4.059653630102904,ncgc;veith
C#CCCCC(=S)Nc1ccccc1,4.259982312033928,ncgc;veith
C#CCCCCCCCCCCCCCCCC(=O)O,4.560153814925997,ncgc;veith
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,5.860497042421886,ncgc;veith
C#CCN(C)Cc1ccccc1.Cl,4.410417295324501,tox21
C#CCN(C)[C@@H](C)Cc1ccccc1,4.160249791379032,ncgc;veith
C#CCN(C)[C@H](C)Cc1ccccc1,4.259982312033928,ncgc;veith
C#CCN(C)[C@H](C)Cc1ccccc1.Cl,4.629835514246028,tox21
C#CCN(Cc1ccccc1)C(=O)C(C)NC(=O)c1cccc(Cl)c1Cl,5.215246546999996,challenge
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,5.229833661987459,tox21
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,4.259982312033928,ncgc;veith
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,4.259982312033928,ncgc;veith
C#CCNC(=O)CSc1nnc(Nc2ccc(C(C)C)cc2)s1,5.857997394999996,challenge
C#CCNS(=O)(=O)c1cccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)c1,5.480242962999997,challenge
C#CCN[C@@H](C)Cc1ccccc1,4.1608402699177764,ncgc;veith
C#CCN[C@@H]1CCc2ccccc21,5.3224393749999965,challenge
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,5.091001726075531,tox21
C#CCO,4.171489992516044,tox21
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,4.47983445489223,tox21
C#CCOC(=O)C1=CCCN(C)C1,3.9603312067646774,ncgc;veith
C#CCOC(=O)C1=CCCN(C)C1.Cc1ccc(S(=O)(=O)O)cc1,3.7630322223300183,ncgc
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,4.1608402699177764,ncgc;veith
C#CCOC(=O)Nc1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,4.257419874781714,veith
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,5.231964981575083,tox21
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.004480489959936,tox21
C#CCSc1n[nH]c(-c2ccco2)n1,5.059653630102904,ncgc;veith
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,5.257419874781714,veith
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,5.307420859297304,veith
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,4.707421061046215,veith
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,6.257419874781714,veith
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,4.15742233238627,veith
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,4.259982312033928,ncgc;veith
C#C[C@@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.262544749286143,ncgc
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,4.262544749286143,ncgc
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,4.3601683759933865,ncgc;veith
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,5.660249614282472,ncgc;veith
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,4.435417148350865,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,4.4298351216206004,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.522557700799536,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,5.01041666793724,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,4.531656049235775,tox21
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,4.429587262819646,tox21
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,4.259982312033928,ncgc;veith
C#Cc1ccc(-c2nnc([C@H]3CCO[C@@H]3c3ccccc3)[nH]2)nc1,5.795675677999997,challenge
C(/C=C/C=C/Nc1ccccc1)=Nc1ccccc1.Cl,4.27983424034321,tox21
C(/C=C/c1ccco1)=N/N1CCN(c2ccccc2)CC1,4.407421427436482,veith
C(/C=C\c1ccccc1)=Nc1ccc2c(c1)Cc1ccccc1-2,5.760226932984833,ncgc;veith
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4.379834585718382,tox21
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,4.957420840606687,veith
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,4.357421457583067,veith
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.43521331455371,ncgc;veith
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,4.059653630102904,ncgc;veith
C(=N/N(c1ccccc1)c1ccccc1)\c1ccc2c(c1)OCO2,5.057421961466083,veith
C(=N/N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1cccnc1,4.757421643639647,veith
C(=N/Nc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)\c1c[nH]c2ccccc12,4.357421457583067,veith
C(=N/n1cnnc1)\c1cccn1-c1ccccc1,4.407421427436482,veith
C(=NC1CCCCC1)=NC1CCCCC1,4.30411528792573,tox21
C(=NCCN1CCOCC1)=NC1CCCCC1,4.562885935159572,ncgc
C(=N\Nc1ccccn1)\c1cccnc1,5.259982312033928,ncgc;veith
C(=N\Nc1nnc2c(n1)[nH]c1ccccc12)\c1cccnc1,5.560153814925997,ncgc;veith
C(=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccn1,5.860324674012716,ncgc;veith
C(=Nc1cnc2ccccc2c1)c1ccc2ccccc2n1,4.760226932984833,ncgc;veith
C(CCc1nnc2c(n1)CCCC2)Cc1nnc2c(n1)CCCC2,4.660249614282472,ncgc;veith
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,5.541006691644098,tox21
C/C(=C1/SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,4.857421136240131,veith
C/C(=C\C(=O)c1ccc(Br)cc1)NCc1ccc2c(c1)OCO2,5.207420702660929,veith
C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,5.357421457583067,veith
C/C(=C\C(=O)c1ccccc1)Nc1ccc(Br)c(Cl)c1,4.357421457583067,veith
C/C(=C\C1CCCCC1)C(NC(=O)c1cccnc1)c1ccc(-c2ccccc2)cc1,4.660249614282472,ncgc;veith
C/C(=C\CNc1ncnc2nc[nH]c12)CO,3.8632282117853016,ncgc
C/C(=C\COc1cc(=O)[nH]c2ccccc12)CC[C@@H](O)C(C)(C)O,4.061885298739725,ncgc
C/C(=C\[C@@H](N)C(=O)O)CP(=O)(O)O,3.9632415729226675,ncgc
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,3.8632282117853016,ncgc
C/C(=C\c1ccc(N(C)C)cc1)[N+](=O)[O-],5.207420702660929,veith
C/C(=C\c1ccccc1)[N+](=O)[O-],4.829834670747945,tox21
C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2n[nH]c(-c3ccccc3)c21,6.057421961466083,veith
C/C(=N/NC(=O)Cc1cccn1C)c1ccccc1,4.057421961466083,veith
C/C(=N/NC(=O)c1ccc(C)s1)c1cccc(NC(=O)COc2ccc(Cl)cc2C)c1,4.757421643639647,veith
C/C(=N/NC(=O)c1cccs1)c1ccc(NC(=O)COc2ccc(Cl)cc2Cl)cc1,4.257419874781714,veith
C/C(=N/NS(=O)(=O)c1ccc(C)cc1)c1cccc(NC(=O)c2cccc(Cl)c2)c1,4.207420702660929,veith
C/C(=N/Nc1ccc2ccccc2n1)c1ccccc1O,5.160840269917777,ncgc;veith
C/C(=N/OC(=O)c1ccc(F)cc1)c1ccc(C)cc1,4.207420702660929,veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1cccnc1,4.257419874781714,veith
C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1ccncc1,4.407421427436482,veith
C/C(=N\N=C(c1ccccc1)c1ccccc1)c1cccs1,5.207420702660929,veith
C/C(=N\NC(=O)C1CC1c1ccccc1)c1cccs1,4.15742233238627,veith
C/C(=N\NC(=O)COc1ccc([N+](=O)[O-])cc1)C(C)(C)C,4.457421585917263,veith
C/C(=N\NC(=O)CSCc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,4.457421585917263,veith
