endpoint,fold,SMILES,observed,predicted,is_challenge
cyp3a4,1,Brc1ccc(-c2n[nH]cc2CN2CCN(C3CCOCC3)CC2)cc1,3.67145394,4.2298675,True
cyp3a4,1,Brc1ccc2[nH]c(-c3noc([C@@H]4C[C@H]5CC[C@@H]4O5)n3)cc2c1,5.15852155,4.1513667,True
cyp3a4,1,C=CC(C)(CC)C(=O)NCc1nn2c(c1C(=O)OC)CCCC2,4.19543617,4.336519,True
cyp3a4,1,C=CCC1(C(=O)NCC(C)C#N)CCN(C(=O)OC(C)(C)C)CC1,4.26554637,3.9323597,True
cyp3a4,1,CC(=O)N1CC2(CCN(C(=O)CCc3cc(F)ccc3F)CC2)[C@H]2COC[C@H]21,2.915929035,3.7998424,True
cyp3a4,1,CC(=O)N1CC2(CCN(C(=O)c3ccc4nc(C)sc4c3)CC2)[C@H]2COC[C@H]21,2.447324098,3.3792784,True
cyp3a4,1,CC(=O)N1CCc2ccc(S(=O)(=O)N3CCN(C(=O)CO)CC3)cc21,3.36999116,2.1725063,True
cyp3a4,1,CC(=O)N1C[C@H](O)C[C@@H]1C(=O)Nc1cnn(CC(C)C)c1C1CC1,3.666389928,2.0804205,True
cyp3a4,1,CC(=O)NC1CCN(C(=O)NCCc2nc3c(s2)CCCC3)C1,3.082478023,2.9553204,True
cyp3a4,1,CC(=O)NC[C@H]1CN(CC(=O)N2CCc3ccccc3C2)C[C@@H]1c1cncn1C,4.255873205,3.8938246,True
cyp3a4,1,CC(=O)Nc1cc(S(=O)(=O)NC2CCC(C(N)=O)CC2)ccc1C,3.907509923,3.3173623,True
cyp3a4,1,CC(C(=O)NCc1ccc(CC(=O)O)cc1)n1cccn1,2.052655422,1.7024579,True
cyp3a4,1,CC(C)(C(=O)N1CCC(COc2ccccc2)C1)c1cccnc1,5.52949192,5.054407,True
cyp3a4,1,CC(C)(C(N)=O)N1CCN(C(=O)Cn2ncc(=O)c3ccccc32)CC1,3.48504155,2.4377084,True
cyp3a4,1,CC(C)(C)NS(=O)(=O)C1(CNc2c(Br)cccc2C#N)CCC1,5.295529767,5.6213837,True
cyp3a4,1,CC(C)(C)NS(=O)(=O)C1(CNc2ccc(Cl)cc2C#N)CCC1,5.151652217,5.4285994,True
cyp3a4,1,CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCCCCC2=O)s1,4.552659145,4.2325983,True
cyp3a4,1,CC(C)(C)c1coc(CN2CCC(c3c[nH]cn3)CC2)n1,5.006224675,4.3850803,True
cyp3a4,1,CC(C)(C)c1nc(-c2nc3cccc(F)c3c(=O)[nH]2)co1,3.486464575,3.3673553,True
cyp3a4,1,CC(C)(C)c1nc(CCNC(=O)C(c2cccc(F)c2)N2CCOCC2)cs1,5.248874218,4.2937794,True
cyp3a4,1,CC(C)(C)c1noc(COc2cccc3c2NC(=O)CO3)n1,2.339529442,3.6291296,True
cyp3a4,1,CC(C)(C)n1cc(CN2CCC(C(=O)N3CCc4ccccc43)CC2)cn1,3.14901929,3.7185905,True
cyp3a4,1,CC(C)(O)C(C)(C)NC(=O)Cn1ncc(=O)c2ccccc21,2.25515684,2.5811052,True
cyp3a4,1,CC(C)(O)CN1CCN(C(=O)NCC2CCN(c3ccncc3)CC2)CC1,3.530049412,3.1018577,True
cyp3a4,1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cc(=O)oc2cc(O)ccc12,5.37132473,4.2228174,True
cyp3a4,1,CC(C)C(=O)Nc1nc(CC(=O)N2CC[C@H](O)[C@@H]2c2ccc(Cl)cc2)cs1,3.626002505,3.904104,True
cyp3a4,1,CC(C)C(O)CN1CCN(C(=O)COc2ccc(Br)cc2)CC1,4.721941102,2.8477077,True
cyp3a4,1,CC(C)C1(c2ccccc2)CN(C(=O)C2CCN(S(N)(=O)=O)CC2)C1,3.315846993,3.2492113,True
cyp3a4,1,CC(C)CCc1ccc(NC(=O)N2Cc3cn[nH]c3CC(C)(C)C2)nc1,5.14990793,4.3217216,True
cyp3a4,1,CC(C)COc1ccc(C2(C(=O)N3CCc4[nH]ncc4C3)CCC2)cc1,4.934840957,4.251956,True
